"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA5020","probable acyl-CoA dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5025","homocysteine synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5034","uroporphyrinogen decarboxylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5035","glutamate synthase small chain","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5036","glutamate synthase large chain precursor","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5038","3-dehydroquinate synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5039","shikimate kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5045","penicillin-binding protein 1A","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5046","malic enzyme","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5063","ubiquinone biosynthesis methyltransferase UbiE","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5066","phosphoribosyl-AMP cyclohydrolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5067","phosphoribosyl-ATP pyrophosphohydrolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5091","N-formylglutamate amidohydrolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5092","imidazolone-5-propionate hydrolase HutI","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5093","probable histidine/phenylalanine ammonia-lyase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5098","histidine ammonia-lyase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5100","urocanase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5110","fructose-1,6-bisphosphatase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5118","thiazole biosynthesis protein ThiI","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5119","glutamine synthetase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5131","phosphoglycerate mutase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5140","imidazoleglycerol-phosphate synthase, cyclase subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5141","phosphoribosylformimino-5-aminoimidazole carboxamide","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5142","glutamine amidotransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5143","imidazoleglycerol-phosphate dehydratase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5161","dTDP-D-glucose 4,6-dehydratase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5162","dTDP-4-dehydrorhamnose reductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5163","glucose-1-phosphate thymidylyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5164","dTDP-4-dehydrorhamnose 3,5-epimerase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5171","arginine deiminase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5172","ornithine carbamoyltransferase, catabolic","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5173","carbamate kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5174","beta-acetoacetyl-acyl carrier protein synthase FabY","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5175","3,5-bisphosphate nucleotidase CysQ","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5177","probable hydrolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5184","hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5192","phosphoenolpyruvate carboxykinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5203","glutamate--cysteine ligase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5204","N-acetylglutamate synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5206","acetylornithine deacetylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5213","glycine cleavage system protein P1","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5214","glycine cleavage system protein H1","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5215","glycine-cleavage system protein T1","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5221","probable FAD-dependent monooxygenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5223","ubiH protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5228","conserved hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5237","conserved hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5243","delta-aminolevulinic acid dehydratase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5258","hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5259","uroporphyrinogen-III synthetase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5260","porphobilinogen deaminase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5263","argininosuccinate lyase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5277","diaminopimelate decarboxylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5278","diaminopimelate epimerase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5281","probable hydrolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5298","xanthine phosphoribosyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5302","catabolic alanine racemase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5310","conserved hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5312","Aldehyde dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5313","Transaminase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5320","Phosphopantothenoylcysteine synthase/(R)-4'-phospho-N-pantothenoylcysteine decarboxylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5321","deoxyuridine 5'-triphosphate nucleotidohydrolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5322","phosphomannomutase AlgC","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5323","acetylglutamate kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5331","orotate phosphoribosyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5336","guanylate kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5337","RNA polymerase omega subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5353","glycolate oxidase subunit GlcF","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5354","glycolate oxidase subunit GlcE","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5355","glycolate oxidase subunit GlcD","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5357","hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5358","4-hydroxybenzoate-octaprenyl transferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5372","choline dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5373","betaine aldehyde dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5379","L-serine dehydratase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5390","probable peptidic bond hydrolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5394","cardiolipin synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5413","low specificity l-threonine aldolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5415","serine hydroxymethyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5416","sarcosine oxidase beta subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5417","sarcosine oxidase delta subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5418","sarcosine oxidase alpha subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
